Site;Termo;Título;Preço Total;Fator Calculado;Preço Ref (Kg/Un);Link
TerabyteShop;Carnibol Baunilha;Monitor Gamer Philips 241V8LAB, 23.8 Pol, Full HD, VA, 1ms, 100Hz, HDMI/VGA;1.049;1.0;1.05;https://www.terabyteshop.com.br/produto/37376/monitor-gamer-philips-241v8lab-238-pol-full-hd-va-1ms-100hz-hdmivga
Pichau;Carnibol Baunilha;Cadeira Gamer Pichau Omega S, Espuma Moldada, Braco 3D, Preta e Vermelha, PG-OMG-BRS01;1.129;1.0;1.13;https://www.pichau.com.br/cadeira-gamer-pichau-omega-s-espuma-moldada-braco-3d-preta-e-vermelha-pg-omg-brs01
Kalunga;Carnibol Baunilha;Papel Sulfite A4, 75g, 210mmx297mm, Chamex - PT 500 FL;32.9;1.0;32.9;https://www.kalunga.com.br/
Kabum;Carnibol Baunilha;SSD Kingston NV3, 1 TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 6000 MB/s, Gravação: 4000 MB/s, Azul - SNV3S/1000GR$ 999,99;999.99;1.0;999.99;https://www.kabum.com.br/produto/621162/ssd-kingston-nv3-1-tb-m-2-2280-pcie-4-0-x4-nvme-leitura-6000-mb-s-gravacao-4000-mb-s-azul-snv3s-1000g
Decathlon;Carnibol Baunilha;Ganhe 5% de desconto no PIX, nas compras acima de R$250 - confira condições!;250.0;1.0;250.0;https://www.decathlon.com.br/servicos/regras-de-promocoes/?origin=stripe
Decathlon;Carnibol Baunilha;Ganhe 5% de desconto no PIX, nas compras acima de R$250 - confira condições!;250.0;1.0;250.0;https://www.decathlon.com.br/servicos/regras-de-promocoes/?origin=stripe
Decathlon;Carnibol Baunilha;Tênis Masculino de Corrida Kr7 Fila Azul Branco;399.99;1.0;399.99;https://www.decathlon.com.br/tenis-masculino-de-corrida-kr7-azul-branco-8988509-fila/p
Decathlon;Carnibol Baunilha;Calçado Masculino de Trilha Nh50 Low Quechua Caqui;99.99;1.0;99.99;https://www.decathlon.com.br/calcado-masculino-de-trilha-nh50-low-caqui-8844091-quechua/p
Decathlon;Carnibol Baunilha;Barraca de Camping MH100 para 4 pessoas Quechua;949.99;1.0;949.99;https://www.decathlon.com.br/barraca-de-camping-4-pessoas-mh100-xxl-8755590-quechua/p
Sodimac;Carnibol Baunilha;Cômoda Lisboa Espelho Castanho Wood/Baunilha 170x104x45 em MDP Moval Móveis;500.0;1.0;500.0;https://www.sodimac.com.br/sodimac-br/category/cat2100001/novidades-moveis/
Sodimac;Carnibol Baunilha;Cômoda Lisboa Espelho Castanho Wood/Baunilha 170x104x45 em MDP Moval Móveis;519.0;1.0;519.0;https://www.sodimac.com.br/sodimac-br/product/902684/comoda-lisboa-espelho-castanho-wood-baunilha-170x104x45-em-mdp-moval-moveis/902684/
Sodimac;Carnibol Baunilha;Cômoda Lisboa Espelho Castanho Wood/Baunilha 170x104x45 em MDP Moval Móveis;519.0;1.0;519.0;https://www.sodimac.com.br/sodimac-br/product/902684/comoda-lisboa-espelho-castanho-wood-baunilha-170x104x45-em-mdp-moval-moveis/902684/
Sodimac;Carnibol Baunilha;Cômoda Lisboa Espelho Castanho Wood/Baunilha 170x104x45 em MDP Moval Móveis;519.0;1.0;519.0;https://www.sodimac.com.br/sodimac-br/product/902684/comoda-lisboa-espelho-castanho-wood-baunilha-170x104x45-em-mdp-moval-moveis/902684/
Sodimac;Carnibol Baunilha;Cômoda Lisboa Espelho Castanho Wood/Baunilha 170x104x45 em MDP Moval Móveis;519.0;1.0;519.0;https://www.sodimac.com.br/sodimac-br/product/902684/comoda-lisboa-espelho-castanho-wood-baunilha-170x104x45-em-mdp-moval-moveis/902684/
Netshoes;Carnibol Baunilha;Menos de R$50;50.0;1.0;50.0;https://www.netshoes.com.br/lst/tenis?_preco=0-5000&mi=hm_ger_mntop_C-FAI-menos50&psn=Menu_Top
Netshoes;Carnibol Baunilha;De R$50 até R$100;50.0;1.0;50.0;https://www.netshoes.com.br/lst/tenis?_preco=5000-10000&mi=hm_ger_mntop_C-FAI-50-100&psn=Menu_Top
Netshoes;Carnibol Baunilha;De R$100 até R$200;100.0;1.0;100.0;https://www.netshoes.com.br/lst/tenis?_preco=10000-20000&mi=hm_ger_mntop_C-FAI-100-200&psn=Menu_Top
Netshoes;Carnibol Baunilha;De R$200 até R$300;200.0;1.0;200.0;https://www.netshoes.com.br/busca?nsCat=Natural&q=tenis&_preco=20000-30000&mi=hm_ger_mntop_C-FAI-200-300&psn=Menu_Top&fc=menu
Netshoes;Carnibol Baunilha;De R$300 até R$500;300.0;1.0;300.0;https://www.netshoes.com.br/lst/tenis?_preco=30000-50000&mi=hm_ger_mntop_C-FAI-300-500&psn=Menu_Top
Drogaria São Paulo;Carnibol Baunilha;Desconto Laboratório;229.9;1.0;229.9;https://www.drogariasaopaulo.com.br/carnibol-935319113/p
Drogaria São Paulo;Carnibol Baunilha;Desconto Laboratório;189.99;1.0;189.99;https://www.drogariasaopaulo.com.br/descontos/pbm
Drogaria São Paulo;Carnibol Baunilha;Desconto Laboratório;189.99;1.0;189.99;https://www.drogariasaopaulo.com.br/descontos/pbm
Drogaria São Paulo;Carnibol Baunilha;Leve Mais Por Menos;189.99;1.0;189.99;https://www.drogariasaopaulo.com.br/checkout/cart/add?sku=935319074&qty=1&seller=Darkness&sc=1
Drogaria São Paulo;Carnibol Baunilha;Leve Mais Por Menos;189.99;1.0;189.99;https://www.drogariasaopaulo.com.br/checkout/cart/add?sku=935319074&qty=1&seller=Darkness&sc=1
Dafiti;Carnibol Baunilha;R$ 500 - R$ 1000;500.0;1.0;500.0;https://www.dafiti.com.br/catalog/?q=Carnibol%20Baunilha&price=500-1000
Dafiti;Carnibol Baunilha;acima de R$ 1000;1000.0;1.0;1000.0;https://www.dafiti.com.br/catalog/?q=Carnibol%20Baunilha&price=1000-3331
PneuStore;Carnibol Baunilha;Pneu Pirelli Aro 16 Scorpion Verde All Season 235/60R16 100H;927.67;1.0;927.67;https://www.pneustore.com.br/categorias/pneus-de-carro/suv-caminhonete/produto/pneu-pirelli-aro-16-scorpion-verde-all-season-235-60r16-100h-10070076
PneuStore;Carnibol Baunilha;Pneu Pirelli Aro 16 Scorpion Verde All Season 235/60R16 100H;927.67;1.0;927.67;https://www.pneustore.com.br/categorias/pneus-de-carro/suv-caminhonete/produto/pneu-pirelli-aro-16-scorpion-verde-all-season-235-60r16-100h-10070076
PneuStore;Carnibol Baunilha;Pneu Pirelli Aro 16 Scorpion Verde All Season 235/60R16 100H;927.67;1.0;927.67;https://www.pneustore.com.br/categorias/pneus-de-carro/suv-caminhonete/produto/pneu-pirelli-aro-16-scorpion-verde-all-season-235-60r16-100h-10070076
PneuStore;Carnibol Baunilha;Pneu Pirelli Aro 16 Chrono (MO) 195/75R16C 107R;1.148;1.0;1.15;https://www.pneustore.com.br/categorias/pneus-de-vans-e-utilit%C3%A1rios/pneus-195-75r16c/produto/pneu-pirelli-aro-16-chrono-%28mo%29-195-75r16c-107r--10070085
PneuStore;Carnibol Baunilha;Pneu Pirelli Aro 16 Chrono (MO) 195/75R16C 107R;1.148;1.0;1.15;https://www.pneustore.com.br/categorias/pneus-de-vans-e-utilit%C3%A1rios/pneus-195-75r16c/produto/pneu-pirelli-aro-16-chrono-%28mo%29-195-75r16c-107r--10070085
Renner;Carnibol Baunilha;Body Básico em Poliamida com Gola Redonda;119.903;1.0;119.9;https://www.lojasrenner.com.br/p/body-basico-em-poliamida-com-gola-redonda/-/A-818446666-br.lr?sku=818446711
Renner;Carnibol Baunilha;Body Básico em Poliamida com Gola Redonda;119.903;1.0;119.9;https://www.lojasrenner.com.br/p/body-basico-em-poliamida-com-gola-redonda/-/A-818446666-br.lr?sku=818446711
Renner;Carnibol Baunilha;Body Básico em Poliamida com Gola Redonda;119.903;1.0;119.9;https://www.lojasrenner.com.br/p/body-basico-em-poliamida-com-gola-redonda/-/A-818446666-br.lr?sku=930398676
Renner;Carnibol Baunilha;Body Básico em Poliamida com Gola Redonda;119.903;1.0;119.9;https://www.lojasrenner.com.br/p/body-basico-em-poliamida-com-gola-redonda/-/A-818446666-br.lr?sku=930900806
Renner;Carnibol Baunilha;Body Básico em Poliamida com Gola Redonda;119.903;1.0;119.9;https://www.lojasrenner.com.br/p/body-basico-em-poliamida-com-gola-redonda/-/A-818446666-br.lr?sku=930653825
Loja do Mecânico;Carnibol Baunilha;"GANHE 5% DE DESCONTO* NA SUA PRIMEIRA COMPRA! USE O CUPOM
                1COMPRA

                    *Desconto máximo de R$75";75.0;1.0;75.0;https://www.lojadomecanico.com.br/primeira-compra
Loja do Mecânico;Carnibol Baunilha;Silicone Aromatizado Baunilha de 300ml BLACK BRASIL-300.107.0035(1);17.9;1.0;17.9;https://www.lojadomecanico.com.br/produto/182823/32/346/silicone-aromatizado-baunilha-de-300ml-black-brasil-300107003
Loja do Mecânico;Carnibol Baunilha;Silicone Aromatizado Baunilha de 300ml BLACK BRASIL-300.107.0035(1);17.9;1.0;17.9;https://www.lojadomecanico.com.br/produto/182823/32/346/silicone-aromatizado-baunilha-de-300ml-black-brasil-300107003
Loja do Mecânico;Carnibol Baunilha;Aromatizante para Carros Bubble Vanilla Baunilha AREON-966153Sem avaliações;15.9;1.0;15.9;https://www.lojadomecanico.com.br/produto/402901/63/874/aromatizante-para-carros-bubble-vanilla-baunilha-areon-966153
Loja do Mecânico;Carnibol Baunilha;Aromatizante para Carros Bubble Vanilla Baunilha AREON-966153Sem avaliações;15.9;1.0;15.9;https://www.lojadomecanico.com.br/produto/402901/63/874/aromatizante-para-carros-bubble-vanilla-baunilha-areon-966153
Riachuelo;Carnibol Baunilha;Kit body splash 200ml + sabonete líquido 300ml + hidratante 280g + geleia corporal Lírio e Baunilha 240g | be.U;125.99;1.0;125.99;https://www.riachuelo.com.br/produto/kit-body-splash-200ml-sabonete-liquido-300ml-hidratante-280g-geleia-corporal-lirio-e-baunilha-240g-be-u-KIT912315
Riachuelo;Carnibol Baunilha;Body splash Siciliano & Baunilha 260ml | Avatim;61.99;1.0;61.99;https://www.riachuelo.com.br/body-splash-siciliano-baunilha-260ml-avatim-16323068001_sku
Riachuelo;Carnibol Baunilha;Body splash Lírio e Baunilha 200ml | be.U;39.991;1.0;39.99;https://www.riachuelo.com.br/body-splash-lirio-e-baunilha-200ml-be-u-by-riachuelo-15961060001_sku_sku
Riachuelo;Carnibol Baunilha;Body splash desodorante corporal be unique 200ml roxo | be.U;29.99;1.0;29.99;https://www.riachuelo.com.br/body-splash-desodorante-corporal-be-unique-200ml-roxo-be-u-by-riachuelo-14811880001_sku_sku
Riachuelo;Carnibol Baunilha;Creme hidratante corporal desodorante baunilha 400ml | Eudora;55.991;1.0;55.99;https://www.riachuelo.com.br/creme-hidratante-corporal-desodorante-baunilha-400ml-eudora-15238873001_sku_sku
